t,w_ap,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30,k_31,k_32,k_33,k_34,k_35,k_36,k_37,k_38,k_39,k_40,k_41,k_42,k_43,k_44,k_45,k_46,k_47,k_48,k_49,k_50,k_51,k_52,k_53,k_54,k_55,k_56,k_57,k_58,k_59,k_60,k_61,k_62,k_63,k_64,k_65,k_66,k_67,k_68,k_69,k_70,k_71
240.0,true,53865.87720879437,15483.372585536492,7.879888702105137e-15,2.2116262503074836e-12,1.034543319665671e-11,2.0542282575454204e-12,2.0146067968547752e8,5.800029530542969e8,1.7146800581386675e-14,3.4766674479967283e-17,9.846972719176292e-20,2.605058617312711e-11,6.519924591297988e-16,1.2373550323713686e-12,8.434685986715981e7,7.219696902381913e-14,6.630416703532297e-15,2.262589182588378e-13,1.6938619227638668e-12,2.0079227658912298e-15,1.1120292881854828e-10,3.1342834806859614e-12,2.3288899589635946e-12,9.64649333035987e-12,9.80641497603907e-12,2.0e-11,8.548385174318041e-12,7.421592220304522e-13,3.2524074412014188e-12,4.0e-12,5.989767933680877e-12,1.550048681400447e-13,3.3314233891106543e-14,8.864718231046149e-13,2.1555702814466627e6,6.0e-6,0.0004,472.9730459840737,1.6026437712248593e-14,6.652082558024334e-15,2.105518141452551e-16,6.038601854470237e-15,0.0,2.455348503375849e-12,3.815956178280509e-15,2.4036298732070596e-17,0.04208077659801256,0.05799137029644694,1.0227370605180083e-13,6.318540994405614e-15,4.755343198425159e-12,4.709474707734402e-13,7.71165903211914e-15,7.70394737308702e-12,5.842755447437048e-12,1.2e-12,2.57662780439936e-13,2.2236877182424647e-13,2.2236877182424647e-13,6.265340897190272e-18,6.021880196299876e-12,4.014586797533251e-12,4.431265566831654e-17,3.724280268431517e-17,5.5e-16,8.500143420497007e-12,3.6728659792035714e-17,2.3376663798048088e-14,9601.218795530995,1.4096112717082705,8.9395853712092e-13
255.0,true,53810.61720736459,15467.488481618571,7.892545498705739e-15,2.2104153057347393e-12,1.034391802209584e-11,2.053389227120022e-12,2.0140750307344916e8,5.798213983054762e8,1.7164309687669564e-14,3.4833642272701096e-17,9.840823147116884e-20,2.6048353734538658e-11,6.526328044558354e-16,1.2371878478400534e-12,8.289401939989783e7,7.224986148798698e-14,6.641273542198805e-15,2.2624149839977062e-13,1.6940730834195163e-12,2.008966499496228e-15,1.1118127163956174e-10,3.1048134182530257e-12,2.305821301038919e-12,9.641828521508774e-12,9.800945643175375e-12,2.0e-11,8.546587172549375e-12,7.41810749002831e-13,3.250659506297611e-12,4.0e-12,5.988554747920469e-12,1.5489254749697107e-13,3.3333138401132026e-14,8.861821490098025e-13,2.155667950010721e6,6.0e-6,0.0004,464.8262770087728,1.4955124830813163e-14,6.552008918116597e-15,1.9565890483502304e-16,5.9418079885603026e-15,0.0,2.461837158635853e-12,3.589942190895464e-15,2.2739985961216308e-17,0.042439246088098695,0.058480129803880676,1.0237255758750749e-13,6.326865863217229e-15,4.752841183757033e-12,4.702744823227967e-13,7.709496426323159e-15,7.701786929896836e-12,5.839049988123231e-12,1.2e-12,2.5776718776108036e-13,2.222167122548026e-13,2.222167122548026e-13,6.086859581480705e-18,6.0209888601637495e-12,4.0139925734425e-12,4.3014751652663186e-17,3.637743865104466e-17,5.5e-16,8.499249446002502e-12,3.465217984348984e-17,2.339205845967707e-14,9607.265883188247,1.4207233435415914,8.941988531746901e-13
270.0,true,53797.33730930226,15463.671267080323,7.89686823825045e-15,2.2101087158473683e-12,1.0343401144249282e-11,2.053183087380745e-12,2.013997751560944e8,5.797894419063689e8,1.71702873186389e-14,3.485651901931797e-17,9.839234612768019e-20,2.60475921423738e-11,6.528514134478042e-16,1.2371403865007248e-12,8.110615215485668e7,7.22679155520279e-14,6.644981610512825e-15,2.262398073953695e-13,1.6941451306365503e-12,2.009322824745247e-15,1.1117388387466011e-10,3.0721503979918157e-12,2.2812864330245468e-12,9.64053262921448e-12,9.799305006933789e-12,2.0e-11,8.545973838948986e-12,7.417112319020942e-13,3.2500633823104186e-12,4.0e-12,5.988140904346514e-12,1.548543254235995e-13,3.334131398490555e-14,8.861016950125382e-13,2.15581271339725e6,6.0e-6,0.0004,454.80085320480373,1.470944865094539e-14,6.545291002962149e-15,1.9108570152207537e-16,5.960247208895618e-15,0.0,2.470819000905354e-12,3.4872367679411594e-15,2.257466568742036e-17,0.042562583916399395,0.05864934094063111,1.0240630439243114e-13,6.329708548157585e-15,4.751987805620017e-12,4.700450932948861e-13,7.708758753838867e-15,7.701049995085029e-12,5.837914653465449e-12,1.2e-12,2.5780281784465005e-13,2.2216483609837504e-13,2.2216483609837504e-13,6.089178214945594e-18,6.020684795250637e-12,4.013789863500425e-12,4.3084011223568366e-17,3.622144342843608e-17,5.5e-16,8.498944472292817e-12,3.4330023232965485e-17,2.3397312940028583e-14,9609.826588771155,1.4245654526372866,8.942808560285091e-13
285.0,true,53723.89362387562,15442.560389388536,7.92008968712742e-15,2.208421466415125e-12,1.0340629787269235e-11,2.052044917269511e-12,2.0135408446508765e8,5.796058574149824e8,1.7202378361408946e-14,3.497945390408107e-17,9.830512649330171e-20,2.60435084251357e-11,6.540249709780711e-16,1.2368817244498145e-12,7.945226337892298e7,7.236480886409928e-14,6.664901763357773e-15,2.2622900251852135e-13,1.6945315417064938e-12,2.011235706766628e-15,1.1113427478587776e-10,3.0362234654354808e-12,2.253091256481138e-12,9.633463021193901e-12,9.790415267357068e-12,2.0e-11,8.542685540724657e-12,7.411697338135054e-13,3.2468684856598578e-12,4.0e-12,5.985922123906154e-12,1.5464959808363424e-13,3.33844850638137e-14,8.856626616395579e-13,2.1565436208815e6,6.0e-6,0.0004,445.5267105360167,1.3840795132258294e-14,6.4622211973710004e-15,1.8013720237456795e-16,5.846174039897412e-15,0.0,2.4758999236334378e-12,3.325060265562669e-15,2.12824358222289e-17,0.04322998310393434,0.05956450426913446,1.0258746412770663e-13,6.344974470448932e-15,4.7474134820142875e-12,4.688168220626987e-13,7.704804131859853e-15,7.697099327727993e-12,5.831773853089401e-12,1.2e-12,2.579939709702395e-13,2.2188666052856036e-13,2.2188666052856036e-13,5.899155671211883e-18,6.019054485497768e-12,4.012702990331845e-12,4.068199382961365e-17,3.4513819473686347e-17,5.5e-16,8.497309213783306e-12,3.234908550925638e-17,2.342551064108493e-14,9623.366897860831,1.4453339686918567,8.947207310064189e-13
300.0,true,53701.57979141759,15436.146433101894,7.92943629322326e-15,2.2078811678339905e-12,1.0339516821123473e-11,2.0516910556102474e-12,2.0134916790876308e8,5.795707996591806e8,1.72152852973178e-14,3.5028955315534374e-17,9.827667122715907e-20,2.604186829243851e-11,6.54496949266042e-16,1.2367901328201163e-12,7.784627222588682e7,7.240376470920884e-14,6.6729199219400626e-15,2.2623014895871251e-13,1.6946867768399801e-12,2.0120050357995668e-15,1.111183689156228e-10,3.0054606397001926e-12,2.2298089959494072e-12,9.631004656047876e-12,9.78713515385601e-12,2.0e-11,8.541365081165396e-12,7.409772224427007e-13,3.2455860709361544e-12,4.0e-12,5.985031134430376e-12,1.5456757815274274e-13,3.3404069968716756e-14,8.855099979576609e-13,2.1569811801316636e6,6.0e-6,0.0004,436.5211526685242,1.2779439844958306e-14,6.358786414491286e-15,1.6728333629028604e-16,5.783991620670064e-15,0.0,2.4810533441728714e-12,3.1992584871190797e-15,1.933779102924185e-17,0.04350144487412409,0.05993811360607467,1.0266032101928524e-13,6.3511167163013195e-15,4.745577047440468e-12,4.683243349811214e-13,7.703216243974374e-15,7.695513027730399e-12,5.82947346249577e-12,1.2e-12,2.580707916310219e-13,2.2177493211507612e-13,2.2177493211507612e-13,5.575106933813865e-18,6.018399760772713e-12,4.012266507181809e-12,3.856819354045322e-17,3.317303426982134e-17,5.5e-16,8.496652465577643e-12,2.932943571385719e-17,2.3436846418801583e-14,9629.453460538913,1.4538019120587562,8.948974771616936e-13
315.0,true,53638.78656738689,15418.096956626352,7.944997240645107e-15,2.2064903989352187e-12,1.0337667041654267e-11,2.050731826382433e-12,2.012927536820714e8,5.793736762300824e8,1.7236761474819907e-14,3.5111394825208373e-17,9.820585322178483e-20,2.6039142186029166e-11,6.552822559635551e-16,1.2365931693195658e-12,7.660384777296194e7,7.246856604959315e-14,6.686269574955964e-15,2.2621235164783584e-13,1.6949448502154814e-12,2.013285107630663e-15,1.1109193418339112e-10,2.9793254579911364e-12,2.2091413222996883e-12,9.625549904616298e-12,9.780639747193249e-12,2.0e-11,8.539170579244027e-12,7.405676460794871e-13,3.2434554786646135e-12,4.0e-12,5.983550367371579e-12,1.5443109250049467e-13,3.34286391775642e-14,8.851709834916049e-13,2.1571917228241917e6,6.0e-6,0.0004,429.55428657735666,1.2116697094181963e-14,6.297357496358781e-15,1.5688809497207797e-16,5.676295052881841e-15,0.0,2.4848711801617423e-12,2.958605816186097e-15,1.901666646649645e-17,0.043954812391283404,0.0605570589790476,1.0278154297847664e-13,6.3613399152523055e-15,4.742525600143053e-12,4.67506798188838e-13,7.70057747780246e-15,7.692876900324658e-12,5.825053114897988e-12,1.2e-12,2.58198538533319e-13,2.215892184874193e-13,2.215892184874193e-13,5.561890178987893e-18,6.017311592446097e-12,4.011541061630731e-12,3.8098399905478844e-17,3.246093640110636e-17,5.5e-16,8.495560888423715e-12,2.880581758631953e-17,2.345570162277001e-14,9637.269788458716,1.4678392894427483,8.951913533452013e-13
330.0,true,53558.55026612379,15395.03358865174,7.960637896241591e-15,2.2047638988769188e-12,1.0335811766758037e-11,2.0495197190612788e-12,2.012036701478205e8,5.790824397127894e8,1.725833223373432e-14,3.5194289006319616e-17,9.811901078200039e-20,2.6036407777457576e-11,6.560709835720025e-16,1.236365312925357e-12,7.564692871424878e7,7.253362982503825e-14,6.699688120799194e-15,2.261812245340023e-13,1.6952037761646928e-12,2.014570774327087e-15,1.1106542248424288e-10,2.9582482705996807e-12,2.191886955043907e-12,9.619156692493288e-12,9.773421651542635e-12,2.0e-11,8.536969729805622e-12,7.400965174697976e-13,3.241319578998539e-12,4.0e-12,5.982065303092318e-12,1.5429417298585583e-13,3.344789994443655e-14,8.847734131979927e-13,2.1570544452299937e6,6.0e-6,0.0004,424.1883853135445,1.207491684610737e-14,6.290545790810691e-15,1.5566514075649588e-16,5.759727314923359e-15,0.0,2.4840224729109626e-12,3.000967577238544e-15,1.9037665052499327e-17,0.04441322593242427,0.06117941367462769,1.0290329067724457e-13,6.371611857320173e-15,4.7394660362896945e-12,4.66688072876217e-13,7.697931306114943e-15,7.690233374808829e-12,5.8202172020939245e-12,1.2e-12,2.5832675145053104e-13,2.214029304985561e-13,2.214029304985561e-13,5.770789736055593e-18,6.016220193409552e-12,4.010813462273035e-12,3.8954594143777845e-17,3.316023528721949e-17,5.5e-16,8.49446601304078e-12,2.8791532909793195e-17,2.3474631473044647e-14,9643.55905656664,1.4819558449205195,8.954862523794653e-13
345.0,true,53528.86525525361,15386.500838284988,7.968215084604399e-15,2.20410346611772e-12,1.0334914400005522e-11,2.0490648397514815e-12,2.0117767273178568e8,5.789907704736899e8,1.7268776739404903e-14,3.52344591390994e-17,9.808535710461399e-20,2.6035085114757663e-11,6.564528699171686e-16,1.2362708239625946e-12,7.435113343661404e7,7.256512528283001e-14,6.706188981894742e-15,2.2617314858020028e-13,1.695329045371476e-12,2.015193275633764e-15,1.1105259976308745e-10,2.933674982430715e-12,2.173084591126689e-12,9.616549103275428e-12,9.770299698535235e-12,2.0e-11,8.535905276006121e-12,7.399003909132403e-13,3.2402868458063897e-12,4.0e-12,5.9813470379155065e-12,1.5422812011082726e-13,3.346006246127114e-14,8.846112589261945e-13,2.1571712108309167e6,6.0e-6,0.0004,416.9222435697983,1.1027777306731499e-14,6.189176081426679e-15,1.4290593990024019e-16,5.672946901059756e-15,0.0,2.4893324676395075e-12,2.857235754874955e-15,1.744422110714069e-17,0.04463728549978877,0.06148538848058165,1.0296223767578862e-13,6.376586843729969e-15,4.737986515430148e-12,4.662925137885516e-13,7.696651551167042e-15,7.688954899615875e-12,5.818089304574317e-12,1.2e-12,2.583887970898381e-13,2.2131281783795285e-13,2.2131281783795285e-13,5.5697111901380406e-18,6.015692301923627e-12,4.0104615346157524e-12,3.744881254816704e-17,3.183710125814493e-17,5.5e-16,8.493936419474136e-12,2.6292502577393908e-17,2.3483794239648745e-14,9647.422137129099,1.488886635155887,8.956289441756769e-13
360.0,true,53505.694177762736,15379.840472862757,7.977149946627694e-15,2.203551692697426e-12,1.033385743957335e-11,2.048699320059891e-12,2.011691973729967e8,5.789465355445623e8,1.7281088037264735e-14,3.528183668799467e-17,9.805652310602373e-20,2.6033527159799623e-11,6.569030011598902e-16,1.2361799723668808e-12,7.3289110416813e7,7.260224315380487e-14,6.713854815535682e-15,2.261726818249152e-13,1.6954766191142166e-12,2.015927026709731e-15,1.1103749703473574e-10,2.912829393207589e-12,2.1571852177661392e-12,9.614105808959909e-12,9.767101120643831e-12,2.0e-11,8.534651564357841e-12,7.39710505279289e-13,3.2390707515295497e-12,4.0e-12,5.980501062309997e-12,1.5415051385433617e-13,3.34780802515054e-14,8.844593641122104e-13,2.1575462611607853e6,6.0e-6,0.0004,410.9669742998859,1.0971727224088744e-14,6.1857322472033785e-15,1.4180211647669552e-16,5.702144960547247e-15,0.0,2.4904802682069285e-12,2.7692626958736065e-15,1.749950697773318e-17,0.044903440335654424,0.06185119515630654,1.0303171808311187e-13,6.382452152075155e-15,4.736244152174561e-12,4.658269778501542e-13,7.695144326461708e-15,7.687449182135247e-12,5.815856639111421e-12,1.2e-12,2.584619033654613e-13,2.2120667212360677e-13,2.2120667212360677e-13,5.546931348018572e-18,6.015070527325547e-12,4.010047018217032e-12,3.709537458207993e-17,3.1874134530465554e-17,5.5e-16,8.493312622833392e-12,2.6340308478870146e-17,2.349459218205531e-14,9653.037251001813,1.4971619371937002,8.957970582900347e-13
375.0,true,53464.72636921874,15368.06456060497,7.985063749814204e-15,2.202670605892644e-12,1.0332922344862186e-11,2.048079859419961e-12,2.011231974121076e8,5.787965998100119e8,1.7291988231712142e-14,3.532380884318452e-17,9.801225556642913e-20,2.60321487792509e-11,6.57301528785279e-16,1.2360638766203068e-12,7.177619943817438e7,7.2635100394025e-14,6.720644751699921e-15,2.2615654147526954e-13,1.6956072011536105e-12,2.016576664966352e-15,1.1102413604970694e-10,2.8845434394908906e-12,2.13542695936183e-12,9.610852056346699e-12,9.763438729978633e-12,2.0e-11,8.533542450135804e-12,7.394710344591682e-13,3.23799514769388e-12,4.0e-12,5.979752653864326e-12,1.5408165935211986e-13,3.348761965319585e-14,8.842569100503279e-13,2.1574651477950267e6,6.0e-6,0.0004,402.4833613355573,1.2095207779119532e-14,6.309484960921885e-15,1.5505588327487347e-16,5.865611088159914e-15,0.0,2.492640497305864e-12,2.9530997992912016e-15,1.91408869502644e-17,0.04513889910689166,0.06217069594197141,1.0309323253755672e-13,6.3876461989245075e-15,4.734702937914342e-12,4.654154526633319e-13,7.693810999754234e-15,7.686117188754479e-12,5.813405178326122e-12,1.2e-12,2.585266040938847e-13,2.21112758674111e-13,2.21112758674111e-13,5.913906480677103e-18,6.014520442833889e-12,4.009680295222592e-12,3.9710119464751755e-17,3.3880635217779885e-17,5.5e-16,8.492760733877232e-12,2.888436430571546e-17,2.3504150200842006e-14,9656.159659915707,1.5044005309413253,8.959458297836569e-13
390.0,true,53441.86702438139,15361.493800570635,7.991861381119137e-15,2.2021503893027045e-12,1.033211994405209e-11,2.0477259278832623e-12,2.0110682777698854e8,5.787344299646506e8,1.730134791046689e-14,3.535986780827854e-17,9.798553642524073e-20,2.6030965955482676e-11,6.576437251710672e-16,1.23598561049731e-12,7.017173694881992e7,7.266330927900837e-14,6.726477131805068e-15,2.2615212826924352e-13,1.695719270488228e-12,2.0171344819434386e-15,1.110126713629435e-10,2.8550512331227686e-12,2.1131486260951202e-12,9.60871524001376e-12,9.760795400059643e-12,2.0e-11,8.53259075882095e-12,7.393084396947044e-13,3.2370723837828016e-12,4.0e-12,5.979110468425863e-12,1.5402275804473354e-13,3.34996557558308e-14,8.841239890945838e-13,2.157643352572967e6,6.0e-6,0.0004,393.48637541394345,1.0160517529182201e-14,6.093861990494391e-15,1.3002633919200338e-16,5.5886365932058974e-15,0.0,2.4875195661971884e-12,2.5901707978553794e-15,1.635809249486417e-17,0.045342760379683295,0.06244979740366062,1.0314605155027338e-13,6.392106933296634e-15,4.73338062128567e-12,4.65062575409608e-13,7.692666965757788e-15,7.684974298792029e-12,5.811587144829931e-12,1.2e-12,2.58582141096342e-13,2.2103216733163075e-13,2.2103216733163075e-13,5.385063551667561e-18,6.014048418084233e-12,4.009365612056156e-12,3.5472056736426376e-17,3.064052132140583e-17,5.5e-16,8.49228714907723e-12,2.462610397402143e-17,2.3512355686037415e-14,9659.94948790298,1.510713586178491,8.960735204050029e-13
405.0,true,53537.42052976204,15388.959992570588,7.97394490190763e-15,2.2041988095864776e-12,1.0334236435599494e-11,2.049168811277026e-12,2.0121624924209276e8,5.790890633964558e8,1.7276672401272798e-14,3.5264840564039186e-17,9.80883167507272e-20,2.6034085805852677e-11,6.567415560870224e-16,1.2362533057935237e-12,6.880607693941262e7,7.258893111877522e-14,6.711104967693026e-15,2.261908271041496e-13,1.6954237001436239e-12,2.0156638571851674e-15,1.110429123860932e-10,2.8362134824014187e-12,2.1010645158478396e-12,9.616230230418299e-12,9.769199575677343e-12,2.0e-11,8.535101103356802e-12,7.398603064312153e-13,3.239506770245464e-12,4.0e-12,5.980804401352038e-12,1.5417861391888502e-13,3.3478941230424485e-14,8.845915995750217e-13,2.1578837688782974e6,6.0e-6,0.0004,385.82846881913616,1.0501512330490135e-14,6.1242578090054904e-15,1.3424096443302389e-16,5.636434554507388e-15,0.0,2.4848104228810493e-12,2.655638110469143e-15,1.6749924049071467e-17,0.04480935403222797,0.06172655145817701,1.030067981725999e-13,6.3803483297355856e-15,4.736868878695023e-12,4.659938595725217e-13,7.695684758263959e-15,7.687989073505695e-12,5.817201404489113e-12,1.2e-12,2.584356862907356e-13,2.212447338140169e-13,2.212447338140169e-13,5.477188691254742e-18,6.015293477979541e-12,4.010195651986361e-12,3.585795912836678e-17,3.07804467643726e-17,5.5e-16,8.49353630068071e-12,2.5235330316968608e-17,2.3490719648379302e-14,9653.134855180042,1.4943272772311587,8.957367717318866e-13
420.0,true,53516.602745713215,15382.9760650169,7.982123686292695e-15,2.2037013625332786e-12,1.033326962455066e-11,2.048839950329458e-12,2.012092168175729e8,5.790506697516541e8,1.728793915089257e-14,3.530821476634208e-17,9.806229119084283e-20,2.6032660694472573e-11,6.57153489374864e-16,1.2361708483200861e-12,6.733461514992146e7,7.262289564155481e-14,6.718122201677238e-15,2.2619069498101084e-13,1.6955587024539663e-12,2.0163353459383205e-15,1.1102909806600316e-10,2.808663057315213e-12,2.080258409740264e-12,9.614015507196054e-12,9.766289102217591e-12,2.0e-11,8.533954352864517e-12,7.39687935791894e-13,3.238394579956305e-12,4.0e-12,5.980030598138439e-12,1.5410766234719555e-13,3.349555239116955e-14,8.844539141870412e-13,2.1582347073199954e6,6.0e-6,0.0004,377.5772812145129,1.0189404703650972e-14,6.086887844034554e-15,1.3122009513304403e-16,5.552674602718929e-15,0.0,2.4830160485268525e-12,2.5790997050020712e-15,1.635803722678467e-17,0.045053724385643965,0.062062517879503204,1.0307038208645238e-13,6.385716662302705e-15,4.7352752927871516e-12,4.655682500151672e-13,7.694306163750967e-15,7.686611857587216e-12,5.815167888267658e-12,1.2e-12,2.585025726718887e-13,2.2114763734894952e-13,2.2114763734894952e-13,5.402921430570928e-18,6.014724735629917e-12,4.009816490419945e-12,3.5436694385270174e-17,3.0376525620445737e-17,5.5e-16,8.492965698528711e-12,2.463957786646925e-17,2.3500599945975303e-14,9658.308936860747,1.5019253692684416,8.958905739004102e-13
435.0,true,53549.35848540477,15392.39147507313,7.977766406312037e-15,2.2043819384067744e-12,1.0333784562368497e-11,2.049328187973514e-12,2.0125368430613014e8,5.791883124240173e8,1.7281937268525878e-14,3.528510588567464e-17,9.809600107050284e-20,2.603341973668871e-11,6.569340506861407e-16,1.2362524696088408e-12,6.6019256996587716e7,7.260480326290332e-14,6.714383724916451e-15,2.2620739927758675e-13,1.6954867953231366e-12,2.015977640234988e-15,1.1103645572348861e-10,2.787063468352845e-12,2.0648880136968263e-12,9.616349861591939e-12,9.76871945894923e-12,2.0e-11,8.534565123258093e-12,7.398553317855662e-13,3.238986914317418e-12,4.0e-12,5.980442733686797e-12,1.5414570432750248e-13,3.349348092621928e-14,8.845991887756488e-13,2.158484530980863e6,6.0e-6,0.0004,370.201441102361,1.190419139599908e-14,6.268360733504586e-15,1.5142798454707092e-16,5.6546791701623886e-15,0.0,2.480478571203204e-12,2.7344226293868345e-15,1.9428922593649125e-17,0.0449248239694295,0.061889632963893805,1.0303651073241512e-13,6.382856784761218e-15,4.736124027967004e-12,4.657948940649713e-13,7.69504040882501e-15,7.687345368416185e-12,5.816754359447496e-12,1.2e-12,2.584669450659383e-13,2.2119935312645273e-13,2.2119935312645273e-13,5.7377195579559294e-18,6.015027656119564e-12,4.010018437413043e-12,3.743015952481433e-17,3.206994814026565e-17,5.5e-16,8.493269611520215e-12,2.9667881230125114e-17,2.3495336921619782e-14,9657.506848568763,1.4980016013012951,8.95808651520267e-13
450.0,true,53542.14285235499,15390.31739142798,7.977971191789074e-15,2.204241087032752e-12,1.0333760354208127e-11,2.0492232406765087e-12,2.0124092840318677e8,5.791511475392315e8,1.728221937451649e-14,3.5286191911382257e-17,9.808921761777718e-20,2.603338405308956e-11,6.569443650101872e-16,1.236238760810052e-12,6.518485979923754e7,7.260565369725431e-14,6.714559426703378e-15,2.2620225741940713e-13,1.6954901756591424e-12,2.015994453519213e-15,1.110361098239626e-10,2.7725966056314272e-12,2.0540315516681106e-12,9.615937700026162e-12,9.768374695442856e-12,2.0e-11,8.534536409537223e-12,7.398276657770485e-13,3.2389590658396452e-12,4.0e-12,5.9804233582712984e-12,1.541438480075516e-13,3.349180332765519e-14,8.845735197423491e-13,2.158358398680905e6,6.0e-6,0.0004,365.5225783134815,1.0591650704460633e-14,6.112848793791012e-15,1.3564909195968457e-16,5.487686460595848e-15,0.0,2.4735953376433753e-12,2.5594471525980818e-15,1.7207387569847204e-17,0.04493050273266987,0.061896102951264166,1.0303810279900102e-13,6.382991200901778e-15,4.736084125745063e-12,4.65784236979622e-13,7.69500588988307e-15,7.687310883993186e-12,5.816547949382741e-12,1.2e-12,2.5846861983451756e-13,2.2119692191324852e-13,2.2119692191324852e-13,5.234207722383731e-18,6.0150134152745695e-12,4.01000894351638e-12,3.392550283295168e-17,2.959931326364858e-17,5.5e-16,8.493255324115145e-12,2.628639375589424e-17,2.3495584313656764e-14,9657.032756695144,1.4981523130875498,8.958125025806216e-13
465.0,true,53567.399498667204,15397.577239134482,7.973390275537232e-15,2.204780431669136e-12,1.0334302036951381e-11,2.049603785666396e-12,2.012704000680866e8,5.792461386241719e8,1.7275908219003418e-14,3.526189955786805e-17,9.811624792734266e-20,2.603418250240542e-11,6.567136157929752e-16,1.2363085767450431e-12,6.4060430895781696e7,7.25866272033584e-14,6.710629114380323e-15,2.262127601089388e-13,1.6954145406339138e-12,2.0156183121565664e-15,1.1104384974919385e-10,2.754311131057708e-12,2.0409619994325155e-12,9.6179025598717e-12,9.770557201034565e-12,2.0e-11,8.535178915894976e-12,7.399716384632937e-13,3.2395822461297293e-12,4.0e-12,5.980856907483509e-12,1.5418377038430932e-13,3.348674452080308e-14,8.846957551661889e-13,2.158435559346153e6,6.0e-6,0.0004,359.2173695090562,1.1198000209302432e-14,6.160874706750406e-15,1.4364790798819696e-16,5.493290951195915e-15,0.0,2.4644545962691544e-12,2.6357649180158692e-15,1.8216068052538617e-17,0.0447946912004848,0.06171208384894058,1.0300248542890091e-13,6.379984252210104e-15,4.736977018172531e-12,4.660227507893514e-13,7.695778304771363e-15,7.688082526466592e-12,5.81800286784194e-12,1.2e-12,2.584311486805678e-13,2.2125132190905e-13,2.2125132190905e-13,5.341433543692399e-18,6.015332069063996e-12,4.010221379375998e-12,3.477005942811807e-17,3.018664997759148e-17,5.5e-16,8.493575017393219e-12,2.7836116729844955e-17,2.3490049421249966e-14,9655.358731664735,1.4939813356543967,8.957263372200332e-13
480.0,true,53613.33105129975,15410.779945183165,7.96640843753261e-15,2.20574487146281e-12,1.0335128276727124e-11,2.0502909162250438e-12,2.0132923235385904e8,5.794309783744303e8,1.7266286759457252e-14,3.5224880588107784e-17,9.816425374059547e-20,2.6035400360048542e-11,6.563618286548324e-16,1.2364278541379017e-12,6.2887786943036966e7,7.255761722470545e-14,6.704638955194826e-15,2.2623444821994115e-13,1.695299187114436e-12,2.01504487163264e-15,1.1105565587325555e-10,2.7357527530425156e-12,2.0280726152610252e-12,9.621293039697863e-12,9.774186038699981e-12,2.0e-11,8.536158972284581e-12,7.402170118152666e-13,3.240532963781327e-12,4.0e-12,5.9815182257330395e-12,1.542447823125595e-13,3.3481337336674713e-14,8.849066820144599e-13,2.158702003667475e6,6.0e-6,0.0004,352.64179594226334,1.189535890792333e-14,6.2041819714600106e-15,1.510749410636039e-16,5.526387714565366e-15,0.0,2.4484576725350104e-12,2.759518840555382e-15,1.9283893107508193e-17,0.044588818074097245,0.061434592096388956,1.0294818482904214e-13,6.3754007230446324e-15,4.738339121480779e-12,4.663867642711624e-13,7.696956556352273e-15,7.689259599795921e-12,5.820393516600189e-12,1.2e-12,2.5837400740614336e-13,2.213342956040851e-13,2.213342956040851e-13,5.528691732296834e-18,6.015818118553606e-12,4.010545412369071e-12,3.6442578425011665e-17,3.1619648900067936e-17,5.5e-16,8.494062642995739e-12,2.9451840301003626e-17,2.3481610006120445e-14,9653.471237197082,1.4876852562173897,8.955949320903083e-13
495.0,true,53749.53067867257,15449.92958287402,7.943788443286977e-15,2.20862609977205e-12,1.0337810593564505e-11,2.052332746380171e-12,2.014956768806557e8,5.799604415122334e8,1.7235093722599092e-14,3.5104989650339975e-17,9.83082164617553e-20,2.6039353752427964e-11,6.55221273591215e-16,1.2367918995028137e-12,6.1753044071853034e7,7.246353465920146e-14,6.685232536009948e-15,2.262948226466807e-13,1.6949248194032737e-12,2.0131857040029097e-15,1.1109398559173601e-10,2.7216146867379227e-12,2.0201323512666255e-12,9.631603202745834e-12,9.785435119242274e-12,2.0e-11,8.539340877168538e-12,7.409680909004076e-13,3.2436207865878673e-12,4.0e-12,5.983665278487046e-12,1.5444294252257906e-13,3.3459701468743965e-14,8.855478029172298e-13,2.1593030682254336e6,6.0e-6,0.0004,346.2787518047833,1.2777207481588128e-14,6.270172275043248e-15,1.6295998981849173e-16,5.534411228395368e-15,0.0,2.4349042104461227e-12,2.9313244329863088e-15,2.0732344384104324e-17,0.04392622562703826,0.060538742828910995,1.0277212966544195e-13,6.360545890990803e-15,4.742762373537682e-12,4.675701988190199e-13,7.70078224346968e-15,7.693081461226209e-12,5.827850248773959e-12,1.2e-12,2.5818862166938967e-13,2.216036315768473e-13,2.216036315768473e-13,5.659525131761618e-18,6.0173960395423125e-12,4.0115973596948755e-12,3.787795060584745e-17,3.24482488218365e-17,5.5e-16,8.495645602106396e-12,3.174447421467516e-17,2.3454237703405608e-14,9646.16785518441,1.4673551860137408,8.951685417838687e-13
